true_label,pred_label,confidence
Bus,Walk,0.39379483461380005
Bike,Bus,0.6486750245094299
Bike,Walk,0.7122498154640198
Subway,Bus,0.3979138135910034
Bus,Bike,0.3745221197605133
Car & taxi,Bus,0.4622800648212433
Bus,Walk,0.3995141386985779
Car & taxi,Bike,0.4200480282306671
Walk,Bus,0.4345543384552002
Walk,Bus,0.42113566398620605
Walk,Bus,0.4215722382068634
Bike,Walk,0.6342102885246277
Bike,Walk,0.39594846963882446
Subway,Car & taxi,0.4379327893257141
Bike,Walk,0.8105559945106506
Bike,Bus,0.47507068514823914
Bus,Subway,0.3061821460723877
Walk,Subway,0.36853906512260437
Walk,Bike,0.4048527777194977
Walk,Bus,0.29919135570526123
Walk,Bike,0.4626879394054413
Subway,Train,0.3896978795528412
Bike,Bus,0.6633298993110657
Bus,Train,0.39126959443092346
Car & taxi,Bus,0.6346041560173035
Bus,Train,0.3912695646286011
Subway,Bus,0.418851375579834
Bike,Walk,0.807627260684967
Bike,Walk,0.36760661005973816
Bus,Bike,0.3864774703979492
Bike,Walk,0.5330939888954163
Car & taxi,Train,0.3912695646286011
Car & taxi,Walk,0.40427523851394653
Bus,Walk,0.6409434080123901
Car & taxi,Walk,0.2371279001235962
Bus,Car & taxi,0.7078923583030701
Car & taxi,Train,0.472567081451416
Bus,Walk,0.3450262248516083
Car & taxi,Bus,0.37574923038482666
Walk,Bike,0.41244766116142273
Bus,Car & taxi,0.3947700560092926
Bike,Bus,0.6050208806991577
Bike,Walk,0.5403860807418823
Car & taxi,Bus,0.6780586242675781
Bike,Bus,0.5277230143547058
Bike,Bus,0.6561070680618286
Bus,Train,0.3912695646286011
Bus,Walk,0.3823024034500122
Walk,Bus,0.2929505407810211
Bus,Walk,0.39880213141441345
Bike,Walk,0.7299373745918274
Bike,Train,0.3912695646286011
Walk,Train,0.3912695646286011
Bike,Walk,0.4851829707622528
Subway,Car & taxi,0.494562566280365
Subway,Car & taxi,0.6056689620018005
Car & taxi,Walk,0.4901871383190155
Walk,Bike,0.7622994184494019
Walk,Bus,0.34699177742004395
Car & taxi,Bike,0.496782511472702
Bus,Bike,0.6902324557304382
Bike,Bus,0.4309373199939728
Car & taxi,Bus,0.37407487630844116
Walk,Bike,0.7513790726661682
Bus,Walk,0.3236539661884308
Bike,Walk,0.35555413365364075
Bike,Bus,0.3708806037902832
Car & taxi,Bus,0.4934540390968323
Bike,Bus,0.36414358019828796
Bike,Walk,0.4619622528553009
Bike,Walk,0.5883142948150635
Train,Subway,0.3055044710636139
Walk,Bike,0.8173983693122864
Bus,Car & taxi,0.28308916091918945
Bus,Subway,0.34256914258003235
Subway,Walk,0.5040505528450012
Car & taxi,Bus,0.5382243990898132
Bus,Car & taxi,0.5527859926223755
Bus,Walk,0.8890590071678162
Walk,Bus,0.4206601679325104
Subway,Car & taxi,0.8871743679046631
Walk,Bike,0.4801670014858246
Walk,Bike,0.3760213553905487
Car & taxi,Subway,0.43571314215660095
Car & taxi,Train,0.39126959443092346
Car & taxi,Bus,0.349022775888443
Walk,Train,0.3912695646286011
Bike,Walk,0.42257755994796753
Bus,Bike,0.4807252287864685
Walk,Bike,0.4048040211200714
Walk,Bike,0.5378790497779846
Walk,Bus,0.34699177742004395
Bus,Bike,0.35819193720817566
Car & taxi,Walk,0.628885805606842
Bus,Subway,0.278971791267395
Bike,Walk,0.8890538215637207
Car & taxi,Subway,0.38061898946762085
Car & taxi,Bus,0.49722257256507874
Bike,Bus,0.6264558434486389
Subway,Car & taxi,0.5569792985916138
Subway,Bus,0.24172931909561157
Bus,Bike,0.37643885612487793
Car & taxi,Subway,0.4241325557231903
Walk,Bus,0.5444061756134033
Car & taxi,Bus,0.4501989781856537
Bus,Walk,0.5322102904319763
Subway,Bus,0.45131850242614746
Car & taxi,Bus,0.37682563066482544
Subway,Bike,0.3774729371070862
Car & taxi,Subway,0.35559433698654175
Bus,Walk,0.6076624989509583
Train,Walk,0.6488783359527588
Subway,Bus,0.3564460873603821
Walk,Bus,0.3473948836326599
Bike,Walk,0.8784948587417603
Car & taxi,Bus,0.5961467027664185
Bus,Bike,0.37367817759513855
Car & taxi,Walk,0.7026331424713135
Car & taxi,Bus,0.3708219528198242
Car & taxi,Walk,0.33802029490470886
Subway,Car & taxi,0.35034415125846863
Subway,Bus,0.34267452359199524
Car & taxi,Walk,0.45672231912612915
Bus,Walk,0.807627260684967
Walk,Bike,0.6730470657348633
Bus,Walk,0.8434351682662964
Walk,Bus,0.30886608362197876
Car & taxi,Walk,0.3916654586791992
Car & taxi,Bus,0.46019113063812256
Car & taxi,Walk,0.6082313656806946
Car & taxi,Walk,0.5183184742927551
Bike,Bus,0.3696867525577545
Subway,Bus,0.3623861074447632
Bus,Subway,0.3408840596675873
Bus,Bike,0.3744894564151764
Car & taxi,Bus,0.392617404460907
Bus,Bike,0.4365236163139343
Bus,Car & taxi,0.6700205206871033
Bus,Walk,0.6773486733436584
Walk,Bus,0.3501855432987213
Bike,Bus,0.7142456769943237
Car & taxi,Walk,0.3915312588214874
Car & taxi,Bus,0.3517458736896515
Walk,Bus,0.4372192323207855
Subway,Walk,0.7768839001655579
Subway,Car & taxi,0.5456368327140808
Car & taxi,Subway,0.48088324069976807
Car & taxi,Bus,0.7018268704414368
Bike,Walk,0.4739111363887787
Car & taxi,Walk,0.3879466652870178
Bus,Train,0.3912695646286011
Train,Subway,0.3928757309913635
Subway,Bus,0.5467644333839417
Bus,Car & taxi,0.7481202483177185
Walk,Bike,0.4281092584133148
Bus,Bike,0.4812900424003601
Subway,Bus,0.3861238956451416
Bus,Walk,0.37179532647132874
Bus,Bike,0.421157568693161
Walk,Bus,0.30886608362197876
Bike,Walk,0.47608163952827454
Car & taxi,Subway,0.3466680645942688
Walk,Bike,0.49372053146362305
Car & taxi,Bus,0.45997875928878784
Bike,Walk,0.8998374938964844
Bike,Bus,0.4859635829925537
Bus,Walk,0.4388282895088196
Car & taxi,Bus,0.5527675747871399
Car & taxi,Walk,0.24839234352111816
Bike,Bus,0.43480122089385986
Walk,Bus,0.30871832370758057
Bike,Bus,0.47937658429145813
Subway,Train,0.25385937094688416
Subway,Bus,0.4318578839302063
Walk,Bike,0.421157568693161
