true_label,pred_label,confidence
Bike,Bus,0.40890470147132874
Train,Car & taxi,0.2635807394981384
Bike,Walk,0.4114827811717987
Subway,Walk,0.6944324374198914
Bike,Walk,0.4378664195537567
Walk,Car & taxi,0.21316619217395782
Bus,Walk,0.7606473565101624
Train,Car & taxi,0.2295834869146347
Car & taxi,Walk,0.46544405817985535
Bus,Walk,0.7386324405670166
Walk,Bike,0.520768404006958
Bike,Walk,0.4892050325870514
Bike,Walk,0.7300229668617249
Walk,Bus,0.6165602207183838
Bus,Car & taxi,0.7274249196052551
Bus,Car & taxi,0.6844933032989502
Walk,Bike,0.7948206067085266
Bus,Walk,0.8034984469413757
Walk,Bike,0.5063865184783936
Bike,Walk,0.9221727252006531
Walk,Bike,0.4693102538585663
Bike,Walk,0.9578301906585693
Bike,Car & taxi,0.9027413129806519
Bus,Train,0.27036944031715393
Bus,Car & taxi,0.2889731526374817
Bike,Bus,0.8290847539901733
Walk,Bike,0.6903750896453857
Walk,Bike,0.8539348244667053
Bike,Walk,0.8758735656738281
Car & taxi,Walk,0.7054179310798645
Bus,Walk,0.5334771871566772
Car & taxi,Bike,0.4278564751148224
Bus,Train,0.2844724655151367
Bus,Walk,0.5285801887512207
Walk,Bus,0.7773304581642151
Walk,Car & taxi,0.2859964668750763
Bus,Car & taxi,0.735643744468689
Bus,Walk,0.5486923456192017
Car & taxi,Walk,0.47783252596855164
Walk,Bike,0.3908674120903015
Bus,Subway,0.642921507358551
Bike,Walk,0.6280844807624817
Car & taxi,Bus,0.6166791915893555
Train,Car & taxi,0.2545869052410126
Bike,Walk,0.6326968669891357
Bike,Walk,0.6024977564811707
Car & taxi,Bus,0.7463676333427429
Bus,Walk,0.774476170539856
Bike,Walk,0.7347393035888672
Bike,Car & taxi,0.21042057871818542
Walk,Bike,0.6704283952713013
Car & taxi,Subway,0.24364228546619415
Walk,Subway,0.3639075458049774
Bike,Walk,0.8565425872802734
Car & taxi,Bus,0.6083712577819824
Bike,Bus,0.4055700898170471
Bike,Bus,0.46182313561439514
Car & taxi,Bus,0.7319675087928772
Bike,Walk,0.6595821380615234
Bike,Bus,0.33227697014808655
Train,Subway,0.28124698996543884
Walk,Bike,0.37672701478004456
Bus,Car & taxi,0.8000676035881042
Bus,Car & taxi,0.681097686290741
Bus,Walk,0.8743466138839722
Walk,Bike,0.48537641763687134
Car & taxi,Walk,0.4383581876754761
Bus,Car & taxi,0.9423325061798096
Bus,Walk,0.9560030102729797
Subway,Car & taxi,0.552000105381012
Car & taxi,Walk,0.7080754041671753
Bike,Bus,0.5640964508056641
Bike,Walk,0.9420738220214844
Walk,Bus,0.6441113948822021
Train,Walk,0.5586568117141724
Bus,Walk,0.9337097406387329
Bus,Walk,0.6971853375434875
Bike,Walk,0.8921113610267639
Car & taxi,Bus,0.5202805399894714
Walk,Car & taxi,0.7979413866996765
Subway,Walk,0.6553142070770264
Bus,Walk,0.458836168050766
Walk,Bike,0.5738968849182129
Walk,Bus,0.7233238220214844
Train,Walk,0.3335239589214325
Car & taxi,Bus,0.6153409481048584
Bus,Walk,0.3291569650173187
Car & taxi,Bus,0.7789250612258911
Subway,Bus,0.5195410847663879
Car & taxi,Bus,0.7143756747245789
Bus,Walk,0.4189474284648895
Train,Walk,0.9307516813278198
Walk,Bike,0.7241196036338806
Subway,Walk,0.9530853033065796
Walk,Bus,0.3457930088043213
Bike,Walk,0.7395713925361633
Bike,Bus,0.7569390535354614
Car & taxi,Bus,0.5829150676727295
Train,Subway,0.2921585738658905
Bike,Walk,0.4498043358325958
Bike,Bus,0.45651617646217346
Car & taxi,Walk,0.9096238017082214
Subway,Bus,0.8081212639808655
Walk,Bike,0.6322042942047119
Car & taxi,Bike,0.5370751619338989
Walk,Bus,0.4279802441596985
Bus,Walk,0.7130000591278076
Bus,Car & taxi,0.5996712446212769
Bus,Car & taxi,0.8992506265640259
Car & taxi,Bus,0.65074622631073
Subway,Walk,0.5098311305046082
Bus,Walk,0.5466511845588684
Car & taxi,Walk,0.5707981586456299
Bus,Walk,0.7247405648231506
Bike,Car & taxi,0.4961581826210022
Bus,Car & taxi,0.8144086003303528
Bike,Walk,0.9239057898521423
Car & taxi,Subway,0.2614248991012573
Car & taxi,Walk,0.7753902673721313
Train,Car & taxi,0.31019023060798645
Bike,Walk,0.8317944407463074
Subway,Car & taxi,0.6796541810035706
Train,Car & taxi,0.2699877619743347
Car & taxi,Bus,0.8519951701164246
Bus,Car & taxi,0.5304308533668518
Car & taxi,Bus,0.8877437114715576
Train,Walk,0.5882095098495483
Subway,Bus,0.7259006500244141
Subway,Bus,0.8543038964271545
Bus,Subway,0.44887247681617737
Bus,Walk,0.6933479905128479
Walk,Bus,0.7899347543716431
Bike,Bus,0.7783655524253845
Walk,Car & taxi,0.5362514853477478
Car & taxi,Bus,0.9262580871582031
Train,Car & taxi,0.2546040117740631
Car & taxi,Train,0.2730322480201721
Bus,Walk,0.3797188699245453
Bike,Walk,0.9691622257232666
Bike,Bus,0.5380060076713562
Bus,Bike,0.3932358920574188
Walk,Bike,0.4891434609889984
Bus,Car & taxi,0.4926835298538208
Bike,Bus,0.4619889557361603
Walk,Subway,0.5321841835975647
Bus,Walk,0.8668734431266785
Walk,Bike,0.7885019183158875
Bus,Walk,0.7094952464103699
Walk,Bike,0.4365653395652771
Bus,Bike,0.5215218663215637
Car & taxi,Bus,0.755316972732544
Subway,Bus,0.7373013496398926
Train,Subway,0.7088701725006104
Car & taxi,Bus,0.82122802734375
Walk,Bike,0.8550558090209961
Train,Subway,0.518546462059021
Bike,Walk,0.9252526760101318
Bike,Walk,0.5691272020339966
Car & taxi,Bus,0.6120219826698303
Subway,Walk,0.47643131017684937
Bus,Car & taxi,0.23058030009269714
Walk,Bike,0.6924920678138733
